Sl. No,HHID,Environment,Use,Access,Capacity,Resource,wpi_add,wpi_pca,Statename
128490,64253207,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128491,64253207,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128492,64253207,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128493,64253208,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128494,64253208,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128495,64253208,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128496,64253208,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128497,64253208,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128498,64253208,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128499,64253209,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128500,64253209,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128501,64253209,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128502,64253209,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128503,64253209,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128504,64253209,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128505,64253210,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128506,64253210,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128507,64253210,0.732,0.6,0.595,0.665,1,0.7184,0.6784,Mizoram
128518,64251201,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128519,64251201,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128520,64251201,0.132,0.6,0.595,0.165,1,0.4984,0.4584,Mizoram
128522,64251201,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128523,64251201,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128524,64251202,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128525,64251202,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128526,64251202,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128527,64251202,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128528,64251202,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128529,64251202,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128530,64251202,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128531,64251202,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128532,64251202,0.732,0.6,0.595,0.33,1,0.6514,0.6114,Mizoram
128533,64251203,0.732,0.6,0.595,0.665,0.598,0.638,0.6382,Mizoram
128534,64251203,0.732,0.6,0.595,0.665,0.598,0.638,0.6382,Mizoram
128535,64251203,0.732,0.6,0.595,0.495,0.598,0.604,0.6042,Mizoram
128536,64251203,0.732,0.6,0.595,0.495,0.598,0.604,0.6042,Mizoram
128537,64251203,0.732,0.6,0.595,0.165,0.598,0.538,0.5382,Mizoram
128538,64251203,0.732,0.6,0.595,0.165,0.598,0.538,0.5382,Mizoram
128539,64251204,0.866,1,0.595,0.665,1,0.8252,0.8252,Mizoram
128540,64251204,0.866,1,0.595,0.665,1,0.8252,0.8252,Mizoram
128541,64251204,0.866,1,0.595,0.165,1,0.7252,0.7252,Mizoram
128543,64251205,0.732,0.6,0.595,0.33,1,0.6514,0.6114,Mizoram
128544,64251206,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128545,64251206,0.732,0.6,0.595,0.33,1,0.6514,0.6114,Mizoram
128546,64251206,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128547,64251206,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128548,64251206,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128549,64251206,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128550,64251206,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128551,64251206,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128552,64251206,0.732,0.6,0.595,0.33,1,0.6514,0.6114,Mizoram
128553,64251206,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128554,64251206,0.732,0.6,0.595,0.33,1,0.6514,0.6114,Mizoram
128555,64251207,0.866,0.6,0.595,0.665,1,0.7452,0.7052,Mizoram
128556,64251207,0.866,0.6,0.595,0.665,1,0.7452,0.7052,Mizoram
128557,64251207,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128558,64251207,0.866,0.6,0.595,0.165,1,0.6452,0.6052,Mizoram
128559,64251207,0.866,0.6,0.595,0.665,1,0.7452,0.7052,Mizoram
128560,64251207,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128561,64251207,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128562,64251207,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128563,64251208,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128564,64251208,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128565,64251208,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128566,64251208,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128567,64251208,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128568,64251208,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128569,64251208,0.732,0.6,0.595,0.33,1,0.6514,0.6114,Mizoram
128570,64251208,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128573,64251210,0.866,1,0.595,0.665,1,0.8252,0.8252,Mizoram
128574,64251210,0.866,1,0.595,0.495,1,0.7912,0.7912,Mizoram
128575,64251210,0.866,1,0.595,0.665,1,0.8252,0.8252,Mizoram
128576,64251210,0.866,1,0.595,0.665,1,0.8252,0.8252,Mizoram
128577,64251210,0.866,1,0.595,0.665,1,0.8252,0.8252,Mizoram
128578,64251210,0.866,1,0.595,0.165,1,0.7252,0.7252,Mizoram
128579,64251210,0.866,1,0.595,0.165,1,0.7252,0.7252,Mizoram
128580,64252101,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128581,64252101,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128582,64252101,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128583,64252101,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128584,64252101,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128585,64252101,0.732,0.6,0.595,0.83,1,0.7514,0.7114,Mizoram
128586,64252101,0.732,0.6,0.595,0.66,1,0.7174,0.6774,Mizoram
128587,64252102,0.266,1,0.595,0.83,1,0.7382,0.7382,Mizoram
128588,64252102,0.266,1,0.595,0.83,1,0.7382,0.7382,Mizoram
128589,64252102,0.266,1,0.595,0.83,1,0.7382,0.7382,Mizoram
128590,64252102,0.266,1,0.595,0.66,1,0.7042,0.7042,Mizoram
128591,64252102,0.266,1,0.595,0.83,1,0.7382,0.7382,Mizoram
128592,64252102,0.266,1,0.595,0.66,1,0.7042,0.7042,Mizoram
128593,64252102,0.266,1,0.595,0.66,1,0.7042,0.7042,Mizoram
128594,64252201,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128595,64252201,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128596,64252201,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128597,64252201,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128598,64252201,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128599,64252202,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128600,64252202,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128601,64252202,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128602,64252202,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128603,64252202,0.132,0.6,0.595,0.165,1,0.4984,0.4584,Mizoram
128604,64252203,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128605,64252203,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128606,64252203,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128607,64252204,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128608,64252204,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128609,64252204,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128610,64252204,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128611,64252205,0.132,0.6,0.595,0.83,1,0.6314,0.5914,Mizoram
128612,64252205,0.132,0.6,0.595,0.83,1,0.6314,0.5914,Mizoram
128613,64252205,0.132,0.6,0.595,0.66,1,0.5974,0.5574,Mizoram
128614,64252205,0.132,0.6,0.595,0.66,1,0.5974,0.5574,Mizoram
128615,64252205,0.132,0.6,0.595,0.66,1,0.5974,0.5574,Mizoram
128616,64252205,0.132,0.6,0.595,0.66,1,0.5974,0.5574,Mizoram
128617,64252205,0.132,0.6,0.595,0.66,1,0.5974,0.5574,Mizoram
128618,64252205,0.132,0.6,0.595,0.33,1,0.5314,0.4914,Mizoram
128619,64252205,0.132,0.6,0.595,0.83,1,0.6314,0.5914,Mizoram
128620,64252205,0.132,0.6,0.595,0.83,1,0.6314,0.5914,Mizoram
128621,64252206,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128622,64252206,0.132,0.6,0.595,0.165,1,0.4984,0.4584,Mizoram
128623,64252207,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128624,64252207,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128625,64252207,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128626,64252207,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128627,64252207,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128628,64252207,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128629,64252207,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128630,64252208,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128631,64252208,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128632,64252208,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128633,64252209,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128634,64252209,0.132,0.6,0.595,0.165,1,0.4984,0.4584,Mizoram
128635,64252209,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128636,64252209,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128637,64252209,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128638,64252209,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128639,64252209,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128640,64252210,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128641,64252210,0.132,0.6,0.595,0.665,1,0.5984,0.5584,Mizoram
128642,64252210,0.132,0.6,0.595,0.495,1,0.5644,0.5244,Mizoram
128643,64258101,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128644,64258101,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128645,64258102,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128646,64258102,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128647,64258102,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128648,64258102,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128649,64258102,0.866,1,0.595,0.665,0.966,0.8184,0.8218,Mizoram
128650,64258102,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128651,64258102,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128652,64258201,0.732,0.6,0.595,0.495,0.966,0.6776,0.641,Mizoram
128653,64258201,0.732,0.6,0.595,0.495,0.966,0.6776,0.641,Mizoram
128654,64258201,0.732,0.6,0.595,0.495,0.966,0.6776,0.641,Mizoram
128655,64258201,0.732,0.6,0.595,0.165,0.966,0.6116,0.575,Mizoram
128656,64258202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128657,64258202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128658,64258202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128659,64258202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128660,64258202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128661,64258203,0.732,0.532,0.595,0.495,0.966,0.664,0.6206,Mizoram
128662,64258203,0.732,0.532,0.595,0.495,0.966,0.664,0.6206,Mizoram
128663,64258203,0.732,0.532,0.595,0.495,0.966,0.664,0.6206,Mizoram
128664,64258204,0.866,0.532,0.595,0.495,0.966,0.6908,0.6474,Mizoram
128665,64258204,0.866,0.532,0.595,0.495,0.966,0.6908,0.6474,Mizoram
128666,64258204,0.866,0.532,0.595,0.165,0.966,0.6248,0.5814,Mizoram
128667,64258205,0.732,0.6,0.595,0.495,0.966,0.6776,0.641,Mizoram
128668,64258205,0.732,0.6,0.595,0.495,0.966,0.6776,0.641,Mizoram
128669,64258205,0.732,0.6,0.595,0.495,0.966,0.6776,0.641,Mizoram
128670,64258205,0.732,0.6,0.595,0.495,0.966,0.6776,0.641,Mizoram
128671,64258206,0.732,0.532,0.595,0.495,0.966,0.664,0.6206,Mizoram
128672,64258206,0.732,0.532,0.595,0.495,0.966,0.664,0.6206,Mizoram
128673,64258206,0.732,0.532,0.595,0.165,0.966,0.598,0.5546,Mizoram
128674,64258207,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128675,64258207,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128676,64258207,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128677,64258207,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128678,64258208,0.866,0.932,0.595,0.495,0.966,0.7708,0.7674,Mizoram
128679,64258208,0.866,0.932,0.595,0.495,0.966,0.7708,0.7674,Mizoram
128680,64258208,0.866,0.932,0.595,0.165,0.966,0.7048,0.7014,Mizoram
128681,64258208,0.866,0.932,0.595,0.165,0.966,0.7048,0.7014,Mizoram
128682,64258209,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128683,64258209,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128684,64258209,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128685,64258209,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128686,64258209,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128687,64258209,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128688,64258209,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
128689,64258210,0.732,1,0.595,0.495,0.966,0.7576,0.761,Mizoram
128690,64258210,0.732,1,0.595,0.495,0.966,0.7576,0.761,Mizoram
128691,64258210,0.732,1,0.595,0.495,0.966,0.7576,0.761,Mizoram
128692,64258210,0.732,1,0.595,0.495,0.966,0.7576,0.761,Mizoram
128738,64259207,0.866,0.866,0.595,0.665,0.933,0.785,0.7783,Mizoram
128739,64259207,0.866,0.866,0.595,0.495,0.933,0.751,0.7443,Mizoram
128740,64259207,0.866,0.866,0.595,0.495,0.933,0.751,0.7443,Mizoram
128741,64259207,0.866,0.866,0.595,0.495,0.933,0.751,0.7443,Mizoram
128742,64259207,0.866,0.866,0.595,0.495,0.933,0.751,0.7443,Mizoram
128743,64259208,0.866,0.866,0.595,0.33,0.966,0.7246,0.7146,Mizoram
128744,64259208,0.866,0.866,0.595,0.665,0.966,0.7916,0.7816,Mizoram
128768,64250201,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128769,64250201,0.866,0.6,0.595,0.665,1,0.7452,0.7052,Mizoram
128770,64250201,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128771,64250201,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128772,64250201,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128773,64250201,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128774,64250201,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128775,64250201,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128776,64250202,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128777,64250202,0.866,0.6,0.595,0.165,1,0.6452,0.6052,Mizoram
128778,64250202,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128779,64250202,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128780,64250202,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128781,64250203,0.266,0.6,0.595,0.495,1,0.5912,0.5512,Mizoram
128782,64250203,0.266,0.6,0.595,0.165,1,0.5252,0.4852,Mizoram
128783,64250203,0.266,0.6,0.595,0.165,1,0.5252,0.4852,Mizoram
128784,64250203,0.266,0.6,0.595,0.165,1,0.5252,0.4852,Mizoram
128785,64250204,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128786,64250204,0.866,0.6,0.595,0.495,1,0.7112,0.6712,Mizoram
128787,64250204,0.866,0.6,0.595,0.165,1,0.6452,0.6052,Mizoram
128788,64250204,0.866,0.6,0.595,0.165,1,0.6452,0.6052,Mizoram
128789,64250205,0.332,0.4,0.595,0.33,1,0.5314,0.4714,Mizoram
128790,64250205,0.332,0.4,0.595,0.165,1,0.4984,0.4384,Mizoram
128791,64250205,0.332,0.4,0.595,0.495,1,0.5644,0.5044,Mizoram
128792,64250205,0.332,0.4,0.595,0.495,1,0.5644,0.5044,Mizoram
128793,64250205,0.332,0.4,0.595,0.495,1,0.5644,0.5044,Mizoram
128794,64250206,0.266,0.466,0.595,0.165,1,0.4984,0.445,Mizoram
128795,64250206,0.266,0.466,0.595,0.495,1,0.5644,0.511,Mizoram
128796,64250206,0.266,0.466,0.595,0.495,1,0.5644,0.511,Mizoram
128797,64250206,0.266,0.466,0.595,0.495,1,0.5644,0.511,Mizoram
128798,64250206,0.266,0.466,0.595,0.495,1,0.5644,0.511,Mizoram
128799,64250206,0.266,0.466,0.595,0.495,1,0.5644,0.511,Mizoram
128800,64250206,0.266,0.466,0.595,0.495,1,0.5644,0.511,Mizoram
128801,64250206,0.266,0.466,0.595,0.495,1,0.5644,0.511,Mizoram
128802,64250207,0.266,0.6,0.595,0.665,1,0.6252,0.5852,Mizoram
128803,64250207,0.266,0.6,0.595,0.495,1,0.5912,0.5512,Mizoram
128804,64250207,0.266,0.6,0.595,0.495,1,0.5912,0.5512,Mizoram
128805,64250207,0.266,0.6,0.595,0.495,1,0.5912,0.5512,Mizoram
128806,64250207,0.266,0.6,0.595,0.495,1,0.5912,0.5512,Mizoram
128807,64250207,0.266,0.6,0.595,0.495,1,0.5912,0.5512,Mizoram
128808,64250208,0.266,0.4,0.595,0.33,1,0.5182,0.4582,Mizoram
128809,64250209,0.266,0.4,0.595,0.165,1,0.4852,0.4252,Mizoram
128810,64250209,0.266,0.4,0.595,0.495,1,0.5512,0.4912,Mizoram
128811,64250209,0.266,0.4,0.595,0.165,1,0.4852,0.4252,Mizoram
128812,64250210,0.266,0.466,0.595,0.665,1,0.5984,0.545,Mizoram
128813,64250210,0.266,0.466,0.595,0.33,1,0.5314,0.478,Mizoram
128814,64250210,0.266,0.466,0.595,0.165,1,0.4984,0.445,Mizoram
128884,64245101,0.866,1,0.595,0.83,1,0.8582,0.8582,Mizoram
128885,64245101,0.866,1,0.595,0.83,1,0.8582,0.8582,Mizoram
128886,64245101,0.866,1,0.595,0.83,1,0.8582,0.8582,Mizoram
128887,64245101,0.866,1,0.595,0.66,1,0.8242,0.8242,Mizoram
128888,64245101,0.866,1,0.595,0.66,1,0.8242,0.8242,Mizoram
128889,64245101,0.866,1,0.595,0.66,1,0.8242,0.8242,Mizoram
128890,64245102,0.866,1,0.595,0.83,1,0.8582,0.8582,Mizoram
128891,64245102,0.866,1,0.595,0.66,1,0.8242,0.8242,Mizoram
128892,64245102,0.866,1,0.595,0.83,1,0.8582,0.8582,Mizoram
128893,64245102,0.866,1,0.595,0.66,1,0.8242,0.8242,Mizoram
128894,64245102,0.866,1,0.595,0.33,1,0.7582,0.7582,Mizoram
128895,64245102,0.866,1,0.595,0.66,1,0.8242,0.8242,Mizoram
128896,64245201,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128897,64245201,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128898,64245201,0.732,0.8,0.595,0.665,1,0.7584,0.7384,Mizoram
128899,64245201,0.732,0.8,0.595,0.665,1,0.7584,0.7384,Mizoram
128900,64245201,0.732,0.8,0.595,0.165,1,0.6584,0.6384,Mizoram
128901,64245201,0.732,0.8,0.595,0.165,1,0.6584,0.6384,Mizoram
128902,64245201,0.732,0.8,0.595,0.665,1,0.7584,0.7384,Mizoram
128903,64245202,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128904,64245202,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128905,64245202,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128906,64245202,0.732,0.8,0.595,0.665,1,0.7584,0.7384,Mizoram
128907,64245202,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128908,64245202,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128909,64245202,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128910,64245202,0.732,0.8,0.595,0.665,1,0.7584,0.7384,Mizoram
128911,64245203,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
128912,64245203,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
128913,64245203,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
128914,64245203,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
128915,64245203,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
128916,64245204,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
128917,64245204,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
128918,64245204,0.732,0.4,0.595,0.495,1,0.6444,0.5844,Mizoram
128919,64245204,0.732,0.4,0.595,0.165,1,0.5784,0.5184,Mizoram
128920,64245204,0.732,0.4,0.595,0.165,1,0.5784,0.5184,Mizoram
128921,64245205,0.732,1,0.595,0.495,1,0.7644,0.7644,Mizoram
128922,64245205,0.732,1,0.595,0.665,1,0.7984,0.7984,Mizoram
128923,64245205,0.732,1,0.595,0.495,1,0.7644,0.7644,Mizoram
128924,64245205,0.732,1,0.595,0.495,1,0.7644,0.7644,Mizoram
128925,64245205,0.732,1,0.595,0.165,1,0.6984,0.6984,Mizoram
128926,64245206,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128927,64245206,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128928,64245206,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128929,64245206,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128930,64245206,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128931,64245206,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128932,64245206,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128933,64245206,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128934,64245207,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128935,64245207,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128936,64245207,0.732,0.8,0.595,0.165,1,0.6584,0.6384,Mizoram
128937,64245207,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128938,64245208,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128939,64245208,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128940,64245208,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128941,64245208,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128942,64245208,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Mizoram
128943,64245209,0.732,0.4,0.595,0.33,1,0.6114,0.5514,Mizoram
128944,64245209,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128945,64245209,0.732,0.4,0.595,0.83,1,0.7114,0.6514,Mizoram
128946,64245209,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128947,64245209,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128948,64245209,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128949,64245209,0.732,0.4,0.595,0.83,1,0.7114,0.6514,Mizoram
128950,64245209,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128951,64245209,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128952,64245209,0.732,0.4,0.595,0.33,1,0.6114,0.5514,Mizoram
128953,64245209,0.732,0.4,0.595,0.83,1,0.7114,0.6514,Mizoram
128954,64245209,0.732,0.4,0.595,0.66,1,0.6774,0.6174,Mizoram
128955,64245210,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128956,64245210,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128957,64245210,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128958,64245210,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128959,64245210,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
128960,64245210,0.732,0.6,0.595,0.165,1,0.6184,0.5784,Mizoram
128961,64245210,0.732,0.6,0.595,0.495,1,0.6844,0.6444,Mizoram
129042,64243101,0.866,1,0.595,0.665,0.966,0.8184,0.8218,Mizoram
129043,64243101,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
129044,64243101,0.866,1,0.595,0.665,0.966,0.8184,0.8218,Mizoram
129045,64243101,0.866,1,0.595,0.665,0.966,0.8184,0.8218,Mizoram
129046,64243102,0.866,1,0.595,0.83,0.966,0.8514,0.8548,Mizoram
129047,64243102,0.866,1,0.595,0.66,0.966,0.8174,0.8208,Mizoram
129048,64243102,0.866,1,0.595,0.66,0.966,0.8174,0.8208,Mizoram
129049,64243102,0.866,1,0.595,0.33,0.966,0.7514,0.7548,Mizoram
129050,64243102,0.866,1,0.595,0.66,0.966,0.8174,0.8208,Mizoram
129051,64243201,0.866,0.932,0.397,0.495,0.966,0.7312,0.7278,Mizoram
129052,64243201,0.866,0.932,0.397,0.495,0.966,0.7312,0.7278,Mizoram
129053,64243201,0.866,0.932,0.397,0.495,0.966,0.7312,0.7278,Mizoram
129054,64243201,0.866,0.932,0.397,0.495,0.966,0.7312,0.7278,Mizoram
129055,64243201,0.866,0.932,0.397,0.165,0.966,0.6652,0.6618,Mizoram
129056,64243202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
129057,64243202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
129058,64243202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
129059,64243202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
129060,64243202,0.866,1,0.595,0.495,0.966,0.7844,0.7878,Mizoram
129061,64243202,0.866,1,0.595,0.665,0.966,0.8184,0.8218,Mizoram
